step,t_sec,timestamp,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
648,64.8,2026-04-22T02:43:34.104837+00:00,0x18F189A0,171,0,6,0,0,0,0,0,1,,FORWARD,normal
648,64.8,2026-04-22T02:43:34.104837+00:00,0x18F190A0,212,3,2,2,248,0,0,0,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F182A0,11,36,123,126,0,0,0,0,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F183A0,144,1,151,0,234,5,213,3,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F189A0,176,0,7,0,0,0,0,0,1,,FORWARD,normal
649,64.9,2026-04-22T02:43:34.105083+00:00,0x18F190A0,213,3,2,2,250,0,0,0,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F182A0,9,35,122,126,0,0,0,0,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F183A0,144,1,150,0,224,5,215,3,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
650,65.0,2026-04-22T02:43:34.105249+00:00,0x18F190A0,215,3,2,2,247,0,0,0,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F182A0,11,39,121,126,0,0,0,0,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F183A0,144,1,150,0,232,5,212,3,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F184A0,124,102,52,48,64,38,68,58,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F189A0,174,0,7,0,0,0,0,0,1,,FORWARD,normal
651,65.1,2026-04-22T02:43:35.190333+00:00,0x18F190A0,212,3,2,2,246,0,0,0,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F182A0,10,37,123,126,0,0,0,0,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F183A0,144,1,150,0,222,5,212,3,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F184A0,124,102,53,48,64,38,68,58,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F189A0,174,0,6,0,0,0,0,0,1,,FORWARD,normal
652,65.2,2026-04-22T02:43:35.190560+00:00,0x18F190A0,212,3,2,2,247,0,0,0,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F182A0,10,34,123,126,0,0,0,0,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F183A0,144,1,150,0,223,5,211,3,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
653,65.3,2026-04-22T02:43:35.190745+00:00,0x18F190A0,211,3,2,2,246,0,0,0,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F182A0,11,35,123,126,0,0,0,0,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F183A0,144,1,151,0,223,5,214,3,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F189A0,178,0,6,0,0,0,0,0,1,,FORWARD,normal
654,65.4,2026-04-22T02:43:35.190920+00:00,0x18F190A0,214,3,2,2,248,0,0,0,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F182A0,10,38,123,126,0,0,0,0,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F183A0,144,1,150,0,238,5,215,3,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F189A0,175,0,7,0,0,0,0,0,1,,FORWARD,normal
655,65.5,2026-04-22T02:43:35.191089+00:00,0x18F190A0,215,3,2,2,246,0,0,0,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F182A0,10,36,122,126,0,0,0,0,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F183A0,144,1,149,0,214,5,213,3,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F184A0,124,101,52,48,64,37,68,58,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F189A0,180,0,7,0,0,0,0,0,1,,FORWARD,normal
656,65.6,2026-04-22T02:43:35.191255+00:00,0x18F190A0,213,3,2,2,248,0,0,0,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F182A0,10,38,122,126,0,0,0,0,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F183A0,144,1,150,0,229,5,212,3,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F184A0,124,102,53,48,64,38,68,58,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F189A0,173,0,6,0,0,0,0,0,1,,FORWARD,normal
657,65.7,2026-04-22T02:43:35.191420+00:00,0x18F190A0,212,3,2,2,246,0,0,0,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F182A0,11,37,122,126,0,0,0,0,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F183A0,144,1,150,0,237,5,213,3,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
658,65.8,2026-04-22T02:43:35.191582+00:00,0x18F190A0,213,3,2,2,250,0,0,0,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F182A0,8,35,122,126,0,0,0,0,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F183A0,144,1,150,0,233,5,212,3,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F184A0,124,102,52,48,64,38,68,58,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F189A0,171,0,6,0,0,0,0,0,1,,FORWARD,normal
659,65.9,2026-04-22T02:43:35.191741+00:00,0x18F190A0,212,3,2,2,246,0,0,0,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F182A0,11,36,122,126,0,0,0,0,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F183A0,144,1,151,0,239,5,213,3,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F189A0,174,0,6,0,0,0,0,0,1,,FORWARD,normal
660,66.0,2026-04-22T02:43:35.191904+00:00,0x18F190A0,213,3,2,2,246,0,0,0,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F182A0,11,38,122,126,0,0,0,0,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F183A0,144,1,150,0,223,5,213,3,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F184A0,124,102,52,48,64,38,68,58,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F189A0,176,0,7,0,0,0,0,0,1,,FORWARD,normal
661,66.1,2026-04-22T02:43:36.308336+00:00,0x18F190A0,213,3,2,2,246,0,0,0,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F182A0,10,35,123,126,0,0,0,0,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F183A0,144,1,150,0,228,5,214,3,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F184A0,124,101,53,48,64,38,68,58,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
662,66.2,2026-04-22T02:43:36.308568+00:00,0x18F190A0,214,3,2,2,245,0,0,0,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F182A0,10,36,120,126,0,0,0,0,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F183A0,144,1,150,0,241,5,215,3,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F189A0,171,0,6,0,0,0,0,0,1,,FORWARD,normal
663,66.3,2026-04-22T02:43:36.308760+00:00,0x18F190A0,215,3,2,2,248,0,0,0,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F182A0,10,38,123,126,0,0,0,0,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F183A0,144,1,151,0,248,5,216,3,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F184A0,124,102,53,48,64,38,68,58,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F189A0,175,0,7,0,0,0,0,0,1,,FORWARD,normal
664,66.4,2026-04-22T02:43:36.308940+00:00,0x18F190A0,216,3,2,2,246,0,0,0,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F182A0,10,36,122,126,0,0,0,0,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F183A0,144,1,150,0,231,5,214,3,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F184A0,124,101,52,48,64,38,68,58,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F189A0,173,0,6,0,0,0,0,0,1,,FORWARD,normal
665,66.5,2026-04-22T02:43:36.309112+00:00,0x18F190A0,214,3,2,2,246,0,0,0,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F182A0,9,38,121,126,0,0,0,0,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F183A0,144,1,150,0,228,5,214,3,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F189A0,178,0,6,0,0,0,0,0,1,,FORWARD,normal
666,66.6,2026-04-22T02:43:36.309278+00:00,0x18F190A0,214,3,2,2,247,0,0,0,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F181A0,0,2,0,54,83,27,12,2,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F182A0,8,35,122,126,0,0,0,0,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F183A0,144,1,150,0,249,5,213,3,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
667,66.7,2026-04-22T02:43:36.309439+00:00,0x18F190A0,213,3,2,2,245,0,0,0,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F182A0,9,35,122,126,0,0,0,0,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F183A0,144,1,150,0,229,5,214,3,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F184A0,124,102,52,48,64,38,68,58,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F189A0,177,0,6,0,0,0,0,0,1,,FORWARD,normal
668,66.8,2026-04-22T02:43:36.309636+00:00,0x18F190A0,214,3,2,2,248,0,0,0,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F181A0,0,2,0,54,83,27,12,2,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F182A0,8,37,122,126,0,0,0,0,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F183A0,144,1,150,0,237,5,211,3,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F189A0,174,0,7,0,0,0,0,0,1,,FORWARD,normal
669,66.9,2026-04-22T02:43:36.309806+00:00,0x18F190A0,211,3,2,2,249,0,0,0,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F182A0,12,38,123,126,0,0,0,0,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F183A0,144,1,150,0,239,5,213,3,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F184A0,124,102,52,48,64,38,68,58,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F189A0,171,0,6,0,0,0,0,0,1,,FORWARD,normal
670,67.0,2026-04-22T02:43:36.309969+00:00,0x18F190A0,213,3,2,2,248,0,0,0,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F182A0,11,37,121,126,0,0,0,0,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F183A0,144,1,149,0,229,5,214,3,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F189A0,170,0,7,0,0,0,0,0,1,,FORWARD,normal
671,67.1,2026-04-22T02:43:37.417656+00:00,0x18F190A0,214,3,2,2,247,0,0,0,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F182A0,10,38,122,126,0,0,0,0,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F183A0,144,1,150,0,230,5,213,3,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F189A0,173,0,6,0,0,0,0,0,1,,FORWARD,normal
672,67.2,2026-04-22T02:43:37.417886+00:00,0x18F190A0,213,3,2,2,244,0,0,0,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F182A0,11,35,123,126,0,0,0,0,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F183A0,144,1,149,0,227,5,212,3,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F189A0,170,0,6,0,0,0,0,0,1,,FORWARD,normal
673,67.3,2026-04-22T02:43:37.418067+00:00,0x18F190A0,212,3,2,2,249,0,0,0,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F182A0,11,36,122,126,0,0,0,0,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F183A0,144,1,150,0,237,5,211,3,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F189A0,177,0,6,0,0,0,0,0,1,,FORWARD,normal
674,67.4,2026-04-22T02:43:37.418313+00:00,0x18F190A0,211,3,2,2,246,0,0,0,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F182A0,10,39,124,126,0,0,0,0,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F183A0,144,1,151,0,233,5,214,3,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F189A0,174,0,6,0,0,0,0,0,1,,FORWARD,normal
675,67.5,2026-04-22T02:43:37.418484+00:00,0x18F190A0,214,3,2,2,248,0,0,0,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F182A0,10,35,122,126,0,0,0,0,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F183A0,144,1,149,0,225,5,214,3,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F184A0,124,101,52,48,64,38,68,58,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F189A0,174,0,6,0,0,0,0,0,1,,FORWARD,normal
676,67.6,2026-04-22T02:43:37.418651+00:00,0x18F190A0,214,3,2,2,246,0,0,0,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F182A0,10,36,124,126,0,0,0,0,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F183A0,144,1,150,0,206,5,214,3,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F184A0,124,102,53,48,64,37,68,58,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F189A0,175,0,6,0,0,0,0,0,1,,FORWARD,normal
677,67.7,2026-04-22T02:43:37.418814+00:00,0x18F190A0,214,3,2,2,245,0,0,0,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F182A0,11,37,122,126,0,0,0,0,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F183A0,144,1,151,0,244,5,211,3,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F184A0,124,102,53,48,64,38,68,58,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F189A0,177,0,7,0,0,0,0,0,1,,FORWARD,normal
678,67.8,2026-04-22T02:43:37.418976+00:00,0x18F190A0,211,3,2,2,246,0,0,0,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F182A0,10,38,124,126,0,0,0,0,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F183A0,144,1,150,0,224,5,213,3,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F184A0,124,102,52,48,64,37,68,58,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F189A0,178,0,7,0,0,0,0,0,1,,FORWARD,normal
679,67.9,2026-04-22T02:43:37.419135+00:00,0x18F190A0,213,3,2,2,248,0,0,0,1,,FORWARD,normal
680,68.0,2026-04-22T02:43:37.419295+00:00,0x18F181A0,0,2,0,53,83,27,12,2,1,,FORWARD,normal
680,68.0,2026-04-22T02:43:37.419295+00:00,0x18F182A0,11,35,121,126,0,0,0,0,1,,FORWARD,normal
680,68.0,2026-04-22T02:43:37.419295+00:00,0x18F183A0,144,1,150,0,237,5,213,3,1,,FORWARD,normal
680,68.0,2026-04-22T02:43:37.419295+00:00,0x18F184A0,124,101,53,48,64,37,68,58,1,,FORWARD,normal
680,68.0,2026-04-22T02:43:37.419295+00:00,0x18F185A0,255,255,1,0,96,41,0,0,1,,FORWARD,normal
