时间标识,帧ID,数据
2026-05-05 14:44:33.220.236,18f182a0,90 00 1c 00 92 00 7b 00
2026-05-05 14:44:33.220.805,18f183a0,bf 0a 00 00 1f 03 44 01
2026-05-05 14:44:33.221.373,18f184a0,d3 00 30 00 2e 00 37 00
2026-05-05 14:44:33.221.934,18f185a0,7e 14 00 00 e9 85 00 00
2026-05-05 14:44:33.222.495,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:33.719.654,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:33.720.226,18f182a0,90 00 1e 00 92 00 7b 00
2026-05-05 14:44:33.720.803,18f183a0,bf 0a 00 00 1d 03 44 01
2026-05-05 14:44:33.721.368,18f184a0,d3 00 30 00 2e 00 37 00
2026-05-05 14:44:33.721.928,18f185a0,7e 14 00 00 e9 85 00 00
2026-05-05 14:44:33.722.489,18f186a0,02 01 01 01 01 00 37 36
2026-05-05 14:44:34.219.645,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:34.220.217,18f182a0,90 00 1b 00 92 00 7b 00
2026-05-05 14:44:34.220.782,18f183a0,bf 0a 00 00 29 03 44 01
2026-05-05 14:44:34.221.342,18f184a0,d3 00 30 00 2e 00 37 00
2026-05-05 14:44:34.221.903,18f185a0,7e 14 00 00 ea 85 00 00
2026-05-05 14:44:34.222.460,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:34.719.638,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:34.720.210,18f182a0,90 00 1d 00 92 00 7b 00
2026-05-05 14:44:34.720.774,18f183a0,c2 0a 00 00 28 03 44 01
2026-05-05 14:44:34.721.339,18f184a0,d2 00 30 00 2e 00 37 00
2026-05-05 14:44:34.721.900,18f185a0,7e 14 00 00 ea 85 00 00
2026-05-05 14:44:34.722.456,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:35.219.628,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:35.220.200,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:35.220.757,18f183a0,c2 0a 00 00 25 03 48 01
2026-05-05 14:44:35.221.806,18f184a0,d2 00 30 00 2e 00 37 00
2026-05-05 14:44:35.222.366,18f185a0,7e 14 00 00 eb 85 00 00
2026-05-05 14:44:35.222.927,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:35.719.621,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:35.720.193,18f182a0,90 00 1d 00 91 00 7b 00
2026-05-05 14:44:35.720.754,18f183a0,c4 0a 00 00 1b 03 48 01
2026-05-05 14:44:35.721.319,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:35.721.883,18f185a0,7e 14 00 00 eb 85 00 00
2026-05-05 14:44:35.722.444,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:36.219.609,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:36.220.181,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:36.220.738,18f183a0,c4 0a 00 00 1e 03 48 01
2026-05-05 14:44:36.221.315,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:36.221.879,18f185a0,7e 14 00 00 ec 85 00 00
2026-05-05 14:44:36.222.436,18f186a0,02 01 01 01 01 00 3a 36
2026-05-05 14:44:36.719.602,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:36.720.175,18f182a0,90 00 1d 00 91 00 7b 00
2026-05-05 14:44:36.720.735,18f183a0,c8 0a 00 00 1d 03 48 01
2026-05-05 14:44:36.721.304,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:36.721.869,18f185a0,7e 14 00 00 ec 85 00 00
2026-05-05 14:44:36.722.425,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:37.219.592,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:37.220.165,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:37.220.721,18f183a0,c8 0a 00 00 1d 03 48 01
2026-05-05 14:44:37.221.290,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:37.221.855,18f185a0,7e 14 00 00 ed 85 00 00
2026-05-05 14:44:37.222.411,18f186a0,02 01 01 01 01 00 37 36
2026-05-05 14:44:37.719.584,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:37.720.157,18f182a0,90 00 1b 00 91 00 7b 00
2026-05-05 14:44:37.720.713,18f183a0,c8 0a 00 00 1e 03 48 01
2026-05-05 14:44:37.721.286,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:37.721.851,18f185a0,7e 14 00 00 ed 85 00 00
2026-05-05 14:44:37.722.407,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:38.219.573,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:38.220.146,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:38.220.702,18f183a0,c8 0a 00 00 20 03 48 01
2026-05-05 14:44:38.221.267,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:38.221.831,18f185a0,7e 14 00 00 ee 85 00 00
2026-05-05 14:44:38.222.388,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:38.719.566,18f181a0,00 03 00 26 4e 18 00 00
2026-05-05 14:44:38.720.138,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:38.720.695,18f183a0,c1 0a 00 00 24 03 48 01
2026-05-05 14:44:38.721.259,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:38.721.824,18f185a0,7e 14 00 00 ee 85 00 00
2026-05-05 14:44:38.722.381,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:39.219.559,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:39.220.132,18f182a0,90 00 1a 00 91 00 7b 00
2026-05-05 14:44:39.220.688,18f183a0,c1 0a 00 00 1f 03 48 01
2026-05-05 14:44:39.221.257,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:39.221.822,18f185a0,7e 14 00 00 ef 85 00 00
2026-05-05 14:44:39.222.390,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:39.719.550,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:39.720.123,18f182a0,04 00 1a 00 91 00 7f 00
2026-05-05 14:44:39.720.684,18f183a0,e0 0a 00 00 1e 03 48 01
2026-05-05 14:44:39.721.252,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:39.721.817,18f185a0,7e 14 00 00 ef 85 00 00
2026-05-05 14:44:39.722.386,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:40.219.540,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:40.220.112,18f182a0,03 00 1a 00 90 00 7d 00
2026-05-05 14:44:40.220.676,18f183a0,e0 0a 00 00 1b 03 48 01
2026-05-05 14:44:40.221.241,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:40.221.806,18f185a0,7e 14 00 00 f0 85 00 00
2026-05-05 14:44:40.222.362,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:40.719.533,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:40.720.105,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:40.720.666,18f183a0,1f 0b 00 00 1f 03 48 01
2026-05-05 14:44:40.721.238,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:40.721.803,18f185a0,7e 14 00 00 f0 85 00 00
2026-05-05 14:44:40.722.360,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:41.219.522,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:41.220.094,18f182a0,03 00 1b 00 90 00 7b 00
2026-05-05 14:44:41.220.655,18f183a0,1f 0b 00 00 27 03 48 01
2026-05-05 14:44:41.221.228,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:41.221.792,18f185a0,7e 14 00 00 f1 85 00 00
2026-05-05 14:44:41.222.349,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:41.719.515,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:41.720.087,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:41.720.648,18f183a0,3d 0b 00 00 24 03 48 01
2026-05-05 14:44:41.721.212,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:41.721.777,18f185a0,7e 14 00 00 f1 85 00 00
2026-05-05 14:44:41.722.334,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:42.219.504,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:42.220.077,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:42.220.637,18f183a0,3d 0b 00 00 1c 03 48 01
2026-05-05 14:44:42.221.206,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:42.221.770,18f185a0,7e 14 00 00 f2 85 00 00
2026-05-05 14:44:42.222.327,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:42.719.494,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:42.720.067,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:42.720.628,18f183a0,3d 0b 00 00 1f 03 48 01
2026-05-05 14:44:42.721.197,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:42.721.761,18f185a0,7e 14 00 00 f2 85 00 00
2026-05-05 14:44:42.722.318,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:43.219.486,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:43.220.059,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:43.220.619,18f183a0,3d 0b 00 00 25 03 48 01
2026-05-05 14:44:43.221.188,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:43.221.753,18f185a0,7e 14 00 00 f3 85 00 00
2026-05-05 14:44:43.222.313,18f186a0,02 01 01 01 01 00 3a 36
2026-05-05 14:44:43.719.479,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:43.720.051,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:43.720.612,18f183a0,4a 0b 00 00 24 03 48 01
2026-05-05 14:44:43.721.173,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:43.721.737,18f185a0,7e 14 00 00 f3 85 00 00
2026-05-05 14:44:43.722.298,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:44.219.467,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:44.220.040,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:44.220.601,18f183a0,4a 0b 00 00 1e 03 48 01
2026-05-05 14:44:44.221.161,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:44.221.726,18f185a0,7e 14 00 00 f4 85 00 00
2026-05-05 14:44:44.222.287,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:44.719.459,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:44.720.032,18f182a0,02 00 1a 00 90 00 7b 00
2026-05-05 14:44:44.720.597,18f183a0,4a 0b 00 00 24 03 48 01
2026-05-05 14:44:44.721.157,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:44.721.722,18f185a0,7e 14 00 00 f4 85 00 00
2026-05-05 14:44:44.722.283,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:45.219.452,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:45.220.024,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:45.220.585,18f183a0,3d 0b 00 00 24 03 4c 01
2026-05-05 14:44:45.221.145,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:45.221.710,18f185a0,7e 14 00 00 f5 85 00 00
2026-05-05 14:44:45.222.267,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:45.719.444,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:45.720.016,18f182a0,03 00 1b 00 90 00 7b 00
2026-05-05 14:44:45.720.577,18f183a0,3c 0b 00 00 22 03 4c 01
2026-05-05 14:44:45.721.142,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:45.721.706,18f185a0,7e 14 00 00 f5 85 00 00
2026-05-05 14:44:45.722.263,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:46.219.435,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:46.220.008,18f182a0,02 00 1a 00 90 00 7b 00
2026-05-05 14:44:46.220.572,18f183a0,3c 0b 00 00 23 03 48 01
2026-05-05 14:44:46.221.141,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:46.221.706,18f185a0,7e 14 00 00 f6 85 00 00
2026-05-05 14:44:46.222.262,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:46.719.426,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:46.719.999,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:46.720.560,18f183a0,3c 0b 00 00 20 03 48 01
2026-05-05 14:44:46.721.132,18f184a0,d3 00 30 00 2e 00 38 00
2026-05-05 14:44:46.721.697,18f185a0,7e 14 00 00 f6 85 00 00
2026-05-05 14:44:46.722.254,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:47.219.417,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:47.219.989,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:47.220.550,18f183a0,3a 0b 00 00 1b 03 4c 01
2026-05-05 14:44:47.221.114,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:47.221.679,18f185a0,7e 14 00 00 f7 85 00 00
2026-05-05 14:44:47.222.240,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:47.719.407,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:47.719.980,18f182a0,02 00 1a 00 90 00 7b 00
2026-05-05 14:44:47.720.544,18f183a0,3a 0b 00 00 1f 03 48 01
2026-05-05 14:44:47.721.117,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:47.721.682,18f185a0,7e 14 00 00 f7 85 00 00
2026-05-05 14:44:47.722.242,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:48.219.400,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:48.219.973,18f182a0,03 00 1a 00 90 00 7b 00
2026-05-05 14:44:48.220.533,18f183a0,36 0b 00 00 20 03 48 01
2026-05-05 14:44:48.221.102,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:48.221.666,18f185a0,7e 14 00 00 f8 85 00 00
2026-05-05 14:44:48.222.227,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:48.719.389,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:48.719.962,18f182a0,03 00 1b 00 90 00 7b 00
2026-05-05 14:44:48.720.523,18f183a0,36 0b 00 00 1e 03 48 01
2026-05-05 14:44:48.721.087,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:48.721.652,18f185a0,7e 14 00 00 f8 85 00 00
2026-05-05 14:44:48.722.212,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:49.224.382,18f181a0,00 01 00 26 4e 18 00 00
2026-05-05 14:44:49.224.955,18f182a0,02 00 1a 00 90 00 7b 00
2026-05-05 14:44:49.225.520,18f183a0,3b 0b 00 00 1f 03 48 01
2026-05-05 14:44:49.226.088,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:49.226.653,18f185a0,7e 14 00 00 f9 85 00 00
2026-05-05 14:44:49.227.214,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:49.724.374,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:49.724.942,18f182a0,05 00 1a 00 84 00 7b 00
2026-05-05 14:44:49.725.503,18f183a0,3b 0b 00 00 90 03 4c 01
2026-05-05 14:44:49.726.064,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:49.726.628,18f185a0,7e 14 00 00 f9 85 00 00
2026-05-05 14:44:49.727.189,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:50.224.365,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:50.224.934,18f182a0,52 00 1a 00 80 00 7a 00
2026-05-05 14:44:50.225.494,18f183a0,1e 0b 00 00 84 03 6c 01
2026-05-05 14:44:50.226.055,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:50.226.620,18f185a0,7e 14 00 00 fa 85 00 00
2026-05-05 14:44:50.227.184,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:50.724.353,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:50.724.922,18f182a0,55 00 1a 00 7c 00 76 00
2026-05-05 14:44:50.725.487,18f183a0,1e 0b 00 00 97 03 78 01
2026-05-05 14:44:50.726.055,18f184a0,d2 00 30 00 2e 00 38 00
2026-05-05 14:44:50.726.620,18f185a0,7e 14 00 00 fa 85 00 00
2026-05-05 14:44:50.727.184,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:51.224.347,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:51.224.916,18f182a0,58 00 1a 00 78 00 73 00
2026-05-05 14:44:51.225.481,18f183a0,12 0b 00 00 a2 03 84 01
2026-05-05 14:44:51.226.045,18f184a0,d5 00 30 00 2e 00 38 00
2026-05-05 14:44:51.226.606,18f185a0,7e 14 00 00 fb 85 00 00
2026-05-05 14:44:51.227.166,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:51.724.336,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:51.724.904,18f182a0,5a 00 1a 00 76 00 72 00
2026-05-05 14:44:51.725.473,18f183a0,12 0b 00 00 6f 03 8c 01
2026-05-05 14:44:51.726.034,18f184a0,d5 00 30 00 2e 00 38 00
2026-05-05 14:44:51.726.594,18f185a0,7e 14 00 00 fb 85 00 00
2026-05-05 14:44:51.727.155,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:52.224.329,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:52.224.898,18f182a0,5d 00 1a 00 75 00 71 00
2026-05-05 14:44:52.225.454,18f183a0,eb 0a 00 00 37 03 78 01
2026-05-05 14:44:52.226.015,18f184a0,d7 00 30 00 2e 00 38 00
2026-05-05 14:44:52.226.576,18f185a0,7e 14 00 00 fc 85 00 00
2026-05-05 14:44:52.227.136,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:52.724.319,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:52.724.888,18f182a0,5f 00 1a 00 74 00 71 00
2026-05-05 14:44:52.725.453,18f183a0,eb 0a 00 00 5b 03 64 01
2026-05-05 14:44:52.726.009,18f184a0,d7 00 30 00 2e 00 38 00
2026-05-05 14:44:52.726.570,18f185a0,7e 14 00 00 fc 85 00 00
2026-05-05 14:44:52.727.131,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:53.224.311,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:53.224.879,18f182a0,62 00 1a 00 74 00 71 00
2026-05-05 14:44:53.225.440,18f183a0,d6 0a 00 00 76 03 68 01
2026-05-05 14:44:53.226.009,18f184a0,d8 00 30 00 2e 00 38 00
2026-05-05 14:44:53.226.573,18f185a0,7e 14 00 00 fd 85 00 00
2026-05-05 14:44:53.227.134,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:53.724.303,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:53.724.871,18f182a0,64 00 1a 00 74 00 72 00
2026-05-05 14:44:53.725.436,18f183a0,d6 0a 00 00 8d 03 74 01
2026-05-05 14:44:53.725.997,18f184a0,d8 00 30 00 2e 00 38 00
2026-05-05 14:44:53.726.561,18f185a0,7e 14 00 00 fd 85 00 00
2026-05-05 14:44:53.727.122,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:54.224.294,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:54.224.862,18f182a0,66 00 1a 00 75 00 72 00
2026-05-05 14:44:54.225.423,18f183a0,e7 0a 00 00 92 03 80 01
2026-05-05 14:44:54.225.979,18f184a0,d9 00 30 00 2e 00 38 00
2026-05-05 14:44:54.226.544,18f185a0,7e 14 00 00 fe 85 00 00
2026-05-05 14:44:54.227.105,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:54.724.283,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:54.724.851,18f182a0,68 00 1a 00 75 00 73 00
2026-05-05 14:44:54.725.408,18f183a0,e7 0a 00 00 9b 03 84 01
2026-05-05 14:44:54.725.961,18f184a0,d9 00 30 00 2e 00 38 00
2026-05-05 14:44:54.726.525,18f185a0,7e 14 00 00 fe 85 00 00
2026-05-05 14:44:54.727.086,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:55.224.277,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:55.224.845,18f182a0,6a 00 1a 00 76 00 74 00
2026-05-05 14:44:55.225.409,18f183a0,e6 0a 00 00 9d 03 88 01
2026-05-05 14:44:55.225.974,18f184a0,da 00 30 00 2e 00 38 00
2026-05-05 14:44:55.226.535,18f185a0,7e 14 00 00 ff 85 00 00
2026-05-05 14:44:55.227.095,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:55.724.268,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:55.724.836,18f182a0,6c 00 1a 00 77 00 75 00
2026-05-05 14:44:55.725.401,18f183a0,e6 0a 00 00 a2 03 8c 01
2026-05-05 14:44:55.725.957,18f184a0,da 00 31 00 2e 00 38 00
2026-05-05 14:44:55.726.518,18f185a0,7e 14 00 00 ff 85 00 00
2026-05-05 14:44:55.727.079,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:56.224.259,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:56.224.828,18f182a0,6e 00 1b 00 79 00 77 00
2026-05-05 14:44:56.225.380,18f183a0,ed 0a 00 00 e3 03 98 01
2026-05-05 14:44:56.225.937,18f184a0,da 00 31 00 2e 00 38 00
2026-05-05 14:44:56.226.498,18f185a0,7e 14 00 00 00 86 00 00
2026-05-05 14:44:56.227.070,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:56.724.247,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:56.724.815,18f182a0,70 00 1a 00 7a 00 78 00
2026-05-05 14:44:56.725.392,18f183a0,ed 0a 00 00 f0 03 ac 01
2026-05-05 14:44:56.725.949,18f184a0,da 00 31 00 2e 00 38 00
2026-05-05 14:44:56.726.509,18f185a0,7e 14 00 00 00 86 00 00
2026-05-05 14:44:56.727.082,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:57.224.241,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:57.224.809,18f182a0,72 00 1a 00 7b 00 7a 00
2026-05-05 14:44:57.225.370,18f183a0,ef 0a 00 00 fb 03 ac 01
2026-05-05 14:44:57.225.930,18f184a0,da 00 31 00 2e 00 38 00
2026-05-05 14:44:57.226.491,18f185a0,7e 14 00 00 01 86 00 00
2026-05-05 14:44:57.227.059,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:57.724.231,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:57.724.799,18f182a0,74 00 1a 00 7d 00 7a 00
2026-05-05 14:44:57.725.360,18f183a0,ef 0a 00 00 fe 03 bc 01
2026-05-05 14:44:57.725.920,18f184a0,db 00 31 00 2e 00 38 00
2026-05-05 14:44:57.726.481,18f185a0,7e 14 00 00 01 86 00 00
2026-05-05 14:44:57.727.050,18f186a0,02 01 01 01 01 00 39 36
2026-05-05 14:44:58.224.220,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:58.224.789,18f182a0,76 00 1a 00 7e 00 7b 00
2026-05-05 14:44:58.225.362,18f183a0,f9 0a 00 00 fc 03 c0 01
2026-05-05 14:44:58.225.926,18f184a0,db 00 31 00 2e 00 38 00
2026-05-05 14:44:58.226.487,18f185a0,7e 14 00 00 02 86 00 00
2026-05-05 14:44:58.227.052,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:58.724.214,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:58.724.782,18f182a0,78 00 1b 00 80 00 7b 00
2026-05-05 14:44:58.725.343,18f183a0,f9 0a 00 00 55 04 c8 01
2026-05-05 14:44:58.725.904,18f184a0,db 00 31 00 2e 00 38 00
2026-05-05 14:44:58.726.464,18f185a0,7e 14 00 00 02 86 00 00
2026-05-05 14:44:58.727.029,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:59.224.206,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:59.224.774,18f182a0,84 00 24 00 85 00 7c 00
2026-05-05 14:44:59.225.338,18f183a0,f9 0a 00 00 67 04 dc 01
2026-05-05 14:44:59.225.895,18f184a0,db 00 31 00 2e 00 38 00
2026-05-05 14:44:59.226.456,18f185a0,7e 14 00 00 03 86 00 00
2026-05-05 14:44:59.227.016,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:44:59.724.194,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:44:59.725.114,18f182a0,89 00 30 00 8a 00 7c 00
2026-05-05 14:44:59.725.687,18f183a0,fe 0a 00 00 60 04 e0 01
2026-05-05 14:44:59.726.260,18f184a0,dd 00 31 00 2e 00 38 00
2026-05-05 14:44:59.726.820,18f185a0,7e 14 00 00 03 86 00 00
2026-05-05 14:44:59.727.381,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:45:00.224.187,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:45:00.224.756,18f182a0,8e 00 38 00 8f 00 7c 00
2026-05-05 14:45:00.225.320,18f183a0,fe 0a 00 00 6b 04 e0 01
2026-05-05 14:45:00.225.889,18f184a0,dd 00 31 00 2e 00 38 00
2026-05-05 14:45:00.226.450,18f185a0,7e 14 00 00 04 86 00 00
2026-05-05 14:45:00.227.010,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:45:00.724.178,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:45:00.724.747,18f182a0,93 00 4b 00 94 00 7c 00
2026-05-05 14:45:00.725.308,18f183a0,0c 0b 00 00 bf 04 e8 01
2026-05-05 14:45:00.725.876,18f184a0,df 00 31 00 2e 00 38 00
2026-05-05 14:45:00.726.445,18f185a0,7e 14 00 00 04 86 00 00
2026-05-05 14:45:00.727.006,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:45:01.224.168,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:45:01.224.736,18f182a0,98 00 5e 00 99 00 7c 00
2026-05-05 14:45:01.225.297,18f183a0,0c 0b 00 00 9b 04 ec 01
2026-05-05 14:45:01.225.866,18f184a0,df 00 31 00 2e 00 38 00
2026-05-05 14:45:01.226.434,18f185a0,7e 14 00 00 05 86 00 00
2026-05-05 14:45:01.226.999,18f186a0,02 01 01 01 01 00 38 36
2026-05-05 14:45:01.724.161,18f181a0,00 04 00 26 4e 18 00 00
2026-05-05 14:45:01.724.729,18f182a0,9e 00 5e 00 9f 00 7c 00
2026-05-05 14:45:01.725.302,18f183a0,0c 0b 00 00 d9 04 ec 01
