时间标识,帧ID,数据
2026-04-24 14:32:07.584.332,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:07.584.896,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:07.585.468,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:07.586.033,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:07.586.601,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:07.587.169,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:07.587.730,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:07.588.294,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:07.588.862,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:07.589.430,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:07.590.011,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:07.590.499,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:07.590.979,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:07.591.471,184,19 00 20 03 ac 01 00 00
2026-04-24 14:32:07.591.956,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:07.592.443,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:07.642.130,2,00 03 00 00 00 00 80 a1
2026-04-24 14:32:07.647.147,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:07.676.255,1b1,ca 25 bd 11 f0
2026-04-24 14:32:07.730.130,2,00 03 00 00 00 00 80 a1
2026-04-24 14:32:07.768.980,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:07.776.248,1b1,ca 25 be 11 f0
2026-04-24 14:32:07.818.127,2,00 03 00 00 00 00 80 a2
2026-04-24 14:32:07.847.134,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:07.876.270,1b1,ca 25 b8 11 f0
2026-04-24 14:32:07.906.125,2,00 03 00 00 00 00 80 a2
2026-04-24 14:32:07.947.127,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:07.976.267,731,05
2026-04-24 14:32:07.976.499,1b1,ca 25 bb 11 f0
2026-04-24 14:32:07.994.123,2,00 03 00 00 00 00 80 a3
2026-04-24 14:32:08.076.272,1b1,ca 25 c1 11 f0
2026-04-24 14:32:08.082.120,2,00 03 00 00 00 00 80 a3
2026-04-24 14:32:08.084.325,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:08.084.889,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:08.085.461,18f183a0,c4 09 00 00 21 03 b0 01
2026-04-24 14:32:08.086.021,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:08.086.589,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:08.087.157,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:08.087.717,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:08.088.282,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:08.088.850,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:08.089.418,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.089.998,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:08.090.486,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:08.147.119,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.170.118,2,00 03 00 00 00 00 80 a4
2026-04-24 14:32:08.176.291,1b1,ca 25 bf 11 f0
2026-04-24 14:32:08.249.263,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:08.258.114,2,00 03 00 00 00 00 80 a4
2026-04-24 14:32:08.276.287,1b1,ca 25 be 11 f0
2026-04-24 14:32:08.346.113,2,00 03 00 00 00 00 80 a4
2026-04-24 14:32:08.351.654,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.376.314,1b1,ca 25 c1 11 f0
2026-04-24 14:32:08.434.108,2,00 03 00 00 00 00 80 a5
2026-04-24 14:32:08.451.648,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:08.476.308,731,05
2026-04-24 14:32:08.476.540,1b1,ca 25 c0 11 f0
2026-04-24 14:32:08.522.107,2,00 03 00 00 00 00 80 a5
2026-04-24 14:32:08.569.141,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.577.321,1b1,ca 25 b8 11 f0
2026-04-24 14:32:08.584.317,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:08.584.882,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:08.585.454,18f183a0,c4 09 00 00 21 03 ac 01
2026-04-24 14:32:08.586.010,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:08.586.579,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:08.587.147,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:08.587.707,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:08.588.271,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:08.588.840,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:08.589.408,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.589.988,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:08.590.476,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:08.590.957,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:08.591.449,184,19 00 21 03 ac 01 00 00
2026-04-24 14:32:08.591.929,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:08.592.417,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:08.610.104,2,00 03 00 00 00 00 80 a6
2026-04-24 14:32:08.647.087,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:08.677.319,1b1,ca 25 bb 11 f0
2026-04-24 14:32:08.698.102,2,00 03 00 00 00 00 80 a6
2026-04-24 14:32:08.747.084,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.777.340,1b1,ca 25 bb 11 f0
2026-04-24 14:32:08.786.100,2,00 03 00 00 00 00 80 a7
2026-04-24 14:32:08.874.097,2,00 03 00 00 00 00 80 a7
2026-04-24 14:32:08.877.342,1b1,ca 25 be 11 f0
2026-04-24 14:32:08.888.914,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:08.951.618,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:08.962.094,2,00 03 00 00 00 00 80 a7
2026-04-24 14:32:08.977.359,731,05
2026-04-24 14:32:08.977.590,1b1,ca 25 bf 11 f0
2026-04-24 14:32:09.048.906,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:09.050.094,2,00 03 00 00 00 00 80 a8
2026-04-24 14:32:09.077.363,1b1,ca 25 c1 11 f0
2026-04-24 14:32:09.084.311,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:09.084.876,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:09.085.448,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:09.086.012,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:09.086.580,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:09.087.149,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:09.087.709,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:09.088.274,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:09.088.842,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:09.089.410,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.089.990,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:09.138.088,2,00 03 00 00 00 00 80 a8
2026-04-24 14:32:09.151.608,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.177.360,1b1,ca 25 c0 11 f0
2026-04-24 14:32:09.226.087,2,00 03 00 00 00 00 80 a9
2026-04-24 14:32:09.251.602,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:09.277.383,1b1,ca 25 bd 11 f0
2026-04-24 14:32:09.314.086,2,00 03 00 00 00 00 80 a9
2026-04-24 14:32:09.368.783,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.377.379,1b1,ca 25 b8 11 f0
2026-04-24 14:32:09.402.082,2,00 03 00 00 00 00 80 aa
2026-04-24 14:32:09.447.040,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:09.477.401,731,05
2026-04-24 14:32:09.477.632,1b1,ca 25 bd 11 f0
2026-04-24 14:32:09.490.080,2,00 03 00 00 00 00 80 aa
2026-04-24 14:32:09.547.037,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.577.406,1b1,ca 25 bb 11 f0
2026-04-24 14:32:09.578.077,2,00 03 00 00 00 00 80 ab
2026-04-24 14:32:09.584.302,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:09.584.867,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:09.585.438,18f183a0,c4 09 00 00 20 03 b0 01
2026-04-24 14:32:09.586.002,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:09.586.570,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:09.587.138,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:09.587.698,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:09.588.263,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:09.588.831,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:09.589.399,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.589.980,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:09.590.468,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:09.590.948,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:09.591.440,184,19 00 20 03 b0 01 00 00
2026-04-24 14:32:09.591.932,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:09.592.421,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:09.666.074,2,00 03 00 00 00 00 80 ab
2026-04-24 14:32:09.677.403,1b1,ca 25 ba 11 f0
2026-04-24 14:32:09.689.178,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:09.751.571,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.754.074,2,00 03 00 00 00 00 80 ab
2026-04-24 14:32:09.777.399,1b1,ca 25 bb 11 f0
2026-04-24 14:32:09.842.069,2,00 03 00 00 00 00 80 ac
2026-04-24 14:32:09.849.066,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:09.877.418,1b1,ca 25 c0 11 f0
2026-04-24 14:32:09.930.068,2,00 03 00 00 00 00 80 ac
2026-04-24 14:32:09.951.560,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:09.977.420,731,05
2026-04-24 14:32:09.977.652,1b1,ca 25 c1 11 f0
2026-04-24 14:32:10.018.067,2,00 03 00 00 00 00 80 ad
2026-04-24 14:32:10.047.006,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:10.077.422,1b1,ca 25 b9 11 f0
2026-04-24 14:32:10.084.298,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:10.084.863,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:10.085.435,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:10.086.000,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:10.086.568,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:10.087.136,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:10.087.697,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:10.088.261,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:10.088.829,18f189a0,00 00 00 00 00 02 15 00
2026-04-24 14:32:10.089.397,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.089.977,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:10.106.065,2,00 03 00 00 00 00 80 ad
2026-04-24 14:32:10.168.838,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.177.442,1b1,ca 25 c0 11 f0
2026-04-24 14:32:10.194.061,2,00 03 00 00 00 00 80 ae
2026-04-24 14:32:10.246.994,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:10.277.443,1b1,ca 25 b9 11 f0
2026-04-24 14:32:10.282.059,2,00 03 00 00 00 00 80 ae
2026-04-24 14:32:10.346.987,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.370.054,2,00 03 00 00 00 00 80 ae
2026-04-24 14:32:10.377.463,1b1,ca 25 bc 11 f0
2026-04-24 14:32:10.458.052,2,00 03 00 00 00 00 80 af
2026-04-24 14:32:10.477.461,731,05
2026-04-24 14:32:10.477.693,1b1,ca 25 bd 11 f0
2026-04-24 14:32:10.488.820,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:10.546.051,2,00 03 00 00 00 00 80 af
2026-04-24 14:32:10.551.527,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.578.475,1b1,ca 25 ba 11 f0
2026-04-24 14:32:10.584.292,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:10.584.856,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:10.585.428,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:10.585.993,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:10.586.561,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:10.587.129,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:10.587.689,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:10.588.254,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:10.588.822,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:10.589.402,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.589.983,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:10.590.471,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:10.590.951,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:10.591.444,184,19 00 20 03 ac 01 00 00
2026-04-24 14:32:10.591.928,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:10.592.416,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:10.634.047,2,00 03 00 00 00 00 80 b0
2026-04-24 14:32:10.648.810,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:10.678.475,1b1,ca 25 be 11 f0
2026-04-24 14:32:10.722.045,2,00 03 00 00 00 00 80 b0
2026-04-24 14:32:10.751.512,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.778.492,1b1,ca 25 c1 11 f0
2026-04-24 14:32:10.810.043,2,00 03 00 00 00 00 80 b1
2026-04-24 14:32:10.851.510,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:10.878.494,1b1,ca 25 c2 11 f0
2026-04-24 14:32:10.898.041,2,00 03 00 00 00 00 80 b1
2026-04-24 14:32:10.968.690,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:10.978.514,731,05
2026-04-24 14:32:10.978.745,1b1,ca 25 bb 11 f0
2026-04-24 14:32:10.986.037,2,00 03 00 00 00 00 80 b2
2026-04-24 14:32:11.046.946,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:11.074.038,2,00 03 00 00 00 00 80 b2
2026-04-24 14:32:11.078.514,1b1,ca 25 c1 11 f0
2026-04-24 14:32:11.084.283,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:11.084.847,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:11.085.419,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:11.085.983,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:11.086.552,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:11.087.120,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:11.087.680,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:11.088.244,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:11.088.812,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:11.089.392,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.089.973,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:11.146.941,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.162.033,2,00 03 00 00 00 00 80 b2
2026-04-24 14:32:11.178.513,1b1,ca 25 bf 11 f0
2026-04-24 14:32:11.250.031,2,00 03 00 00 00 00 80 b3
2026-04-24 14:32:11.278.536,1b1,ca 25 bb 11 f0
2026-04-24 14:32:11.288.984,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:11.338.030,2,00 03 00 00 00 00 80 b3
2026-04-24 14:32:11.346.930,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.378.531,1b1,ca 25 bd 11 f0
2026-04-24 14:32:11.426.025,2,00 03 00 00 00 00 80 b4
2026-04-24 14:32:11.448.868,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:11.478.552,731,05
2026-04-24 14:32:11.478.784,1b1,ca 25 c4 11 f0
2026-04-24 14:32:11.514.023,2,00 03 00 00 00 00 80 b4
2026-04-24 14:32:11.551.466,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.578.558,1b1,ca 25 c3 11 f0
2026-04-24 14:32:11.584.278,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:11.584.843,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:11.585.415,18f183a0,c4 09 00 00 21 03 ac 01
2026-04-24 14:32:11.585.971,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:11.586.539,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:11.587.107,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:11.587.668,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:11.588.232,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:11.588.800,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:11.589.380,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.589.960,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:11.590.448,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:11.590.929,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:11.591.421,184,19 00 21 03 ac 01 00 00
2026-04-24 14:32:11.591.901,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:11.592.389,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:11.602.021,2,00 03 00 00 00 00 80 b5
2026-04-24 14:32:11.646.915,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:11.678.555,1b1,ca 25 b4 11 f0
2026-04-24 14:32:11.690.018,2,00 03 00 00 00 00 80 b5
2026-04-24 14:32:11.768.746,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.778.018,2,00 03 00 00 00 00 80 b5
2026-04-24 14:32:11.778.575,1b1,ca 25 c0 11 f0
2026-04-24 14:32:11.851.450,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:11.866.014,2,00 03 00 00 00 00 80 b6
2026-04-24 14:32:11.878.574,1b1,ca 25 c1 11 f0
2026-04-24 14:32:11.946.894,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:11.954.010,2,00 03 00 00 00 00 80 b6
2026-04-24 14:32:11.978.567,731,05
2026-04-24 14:32:11.978.799,1b1,ca 25 bb 11 f0
2026-04-24 14:32:12.042.009,2,00 03 00 00 00 00 80 b7
2026-04-24 14:32:12.078.598,1b1,ca 25 ba 11 f0
2026-04-24 14:32:12.084.270,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:12.084.835,18f182a0,01 00 1a 00 a5 00 82 00
2026-04-24 14:32:12.085.403,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:12.085.967,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:12.086.535,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:12.087.103,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:12.087.663,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:12.088.227,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:12.088.796,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:12.089.375,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:12.089.872,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.090.452,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:12.130.007,2,00 03 00 00 00 00 80 b7
2026-04-24 14:32:12.146.882,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.178.591,1b1,ca 25 c1 11 f0
2026-04-24 14:32:12.218.005,2,00 03 00 00 00 00 80 b8
2026-04-24 14:32:12.248.612,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:12.278.617,1b1,ca 25 c0 11 f0
2026-04-24 14:32:12.306.000,2,00 03 00 00 00 00 80 b8
2026-04-24 14:32:12.351.422,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.378.610,1b1,ca 25 bb 11 f0
2026-04-24 14:32:12.393.998,2,00 03 00 00 00 00 80 b9
2026-04-24 14:32:12.451.415,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:12.478.607,731,05
2026-04-24 14:32:12.478.840,1b1,ca 25 bd 11 f0
2026-04-24 14:32:12.481.995,2,00 03 00 00 00 00 80 b9
2026-04-24 14:32:12.569.115,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.569.995,2,00 03 00 00 00 00 80 b9
2026-04-24 14:32:12.578.619,1b1,ca 25 bb 11 f0
2026-04-24 14:32:12.584.263,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:12.584.828,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:12.585.400,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:12.585.964,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:12.586.532,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:12.587.101,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:12.587.661,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:12.588.225,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:12.588.793,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:12.589.373,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.589.954,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:12.590.442,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:12.590.922,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:12.591.414,184,19 00 20 03 ac 01 00 00
2026-04-24 14:32:12.591.899,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:12.592.386,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:12.646.856,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:12.657.991,2,00 03 00 00 00 00 80 ba
2026-04-24 14:32:12.678.640,1b1,ca 25 bd 11 f0
2026-04-24 14:32:12.745.990,2,00 03 00 00 00 00 80 ba
2026-04-24 14:32:12.746.850,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.778.639,1b1,ca 25 c0 11 f0
2026-04-24 14:32:12.833.985,2,00 03 00 00 00 00 80 bb
2026-04-24 14:32:12.878.658,1b1,ca 25 bc 11 f0
2026-04-24 14:32:12.888.890,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:12.921.985,2,00 03 00 00 00 00 80 bb
2026-04-24 14:32:12.946.835,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:12.978.656,731,05
2026-04-24 14:32:12.978.888,1b1,ca 25 b9 11 f0
2026-04-24 14:32:13.009.983,2,00 03 00 00 00 00 80 bc
2026-04-24 14:32:13.048.881,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:13.078.657,1b1,ca 25 c1 11 f0
2026-04-24 14:32:13.084.257,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:13.084.822,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:13.085.394,18f183a0,c4 09 00 00 20 03 ac 01
2026-04-24 14:32:13.085.958,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:13.086.526,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:13.087.094,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:13.087.654,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:13.088.219,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:13.088.787,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:13.089.367,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:13.089.947,11d,01 03 00 00 00 01 84 0a
2026-04-24 14:32:13.097.979,2,00 03 00 00 00 00 80 bc
2026-04-24 14:32:13.151.372,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:13.178.681,1b1,ca 25 c2 11 f0
2026-04-24 14:32:13.185.976,2,00 03 00 00 00 00 80 bc
2026-04-24 14:32:13.251.369,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:13.273.973,2,00 03 00 00 00 00 80 bd
2026-04-24 14:32:13.278.677,1b1,ca 25 bd 11 f0
2026-04-24 14:32:13.361.971,2,00 03 00 00 00 00 80 bd
2026-04-24 14:32:13.368.759,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:13.378.695,1b1,ca 25 bb 11 f0
2026-04-24 14:32:13.446.807,18d,00 00 00 00 00 00 01 00
2026-04-24 14:32:13.449.971,2,00 03 00 00 00 00 80 be
2026-04-24 14:32:13.478.696,731,05
2026-04-24 14:32:13.478.928,1b1,ca 25 bb 11 f0
2026-04-24 14:32:13.537.966,2,00 03 00 00 00 00 80 be
2026-04-24 14:32:13.551.350,18d,00 00 00 00 00 00 00 00
2026-04-24 14:32:13.578.698,1b1,ca 25 c0 11 f0
2026-04-24 14:32:13.584.250,18f181a0,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:13.584.814,18f182a0,01 00 1a 00 a5 00 81 00
2026-04-24 14:32:13.585.387,18f183a0,c4 09 00 00 1f 03 ac 01
2026-04-24 14:32:13.585.955,18f184a0,00 00 1f 00 16 00 2b 00
2026-04-24 14:32:13.586.523,18f185a0,1f 0a 00 00 20 1c 00 00
2026-04-24 14:32:13.587.092,18f186a0,02 01 01 01 01 00 5f 19
2026-04-24 14:32:13.587.652,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 14:32:13.588.216,18f188a0,02 02 00 00 00 01 02 02
2026-04-24 14:32:13.588.784,18f189a0,00 00 00 00 00 01 15 00
2026-04-24 14:32:13.589.365,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 14:32:13.589.945,181,00 01 00 1d 55 1a 00 00
2026-04-24 14:32:13.590.433,182,01 00 a5 00 1a 00 81 00
2026-04-24 14:32:13.590.914,183,00 00 47 00 3e 00 53 00
2026-04-24 14:32:13.591.406,184,19 00 1f 03 ac 01 00 00
2026-04-24 14:32:13.591.890,185,02 01 00 00 00 02 5f 19
2026-04-24 14:32:13.592.378,186,00 00 00 00 02 00 00 00
2026-04-24 14:32:13.625.965,2,00 03 00 00 00 00 80 bf
2026-04-24 14:32:13.678.722,1b1,ca 25 c0 11 f0
2026-04-24 14:32:13.688.530,18d,00 00 00 00 00 00 01 00
