时间标识,帧ID,数据
2026-04-29 08:53:48.075.758,18f183a0,60 09 12 00 27 08 f8 01
2026-04-29 08:53:48.076.315,18f184a0,76 00 21 00 25 00 32 00
2026-04-29 08:53:48.076.875,18f185a0,77 0d 00 00 30 2a 00 00
2026-04-29 08:53:48.077.431,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:48.079.124,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:53:48.574.617,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:53:48.575.181,18f182a0,9e 00 4e 00 a0 00 81 00
2026-04-29 08:53:48.575.745,18f183a0,60 09 12 00 30 08 f8 01
2026-04-29 08:53:48.576.306,18f184a0,7e 00 21 00 25 00 33 00
2026-04-29 08:53:48.576.870,18f185a0,78 0d 00 00 30 2a 00 00
2026-04-29 08:53:48.577.430,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:48.579.123,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:53:49.074.613,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:49.075.181,18f182a0,9e 00 4e 00 a0 00 81 00
2026-04-29 08:53:49.075.745,18f183a0,60 09 12 00 2d 08 f8 01
2026-04-29 08:53:49.076.301,18f184a0,82 00 21 00 25 00 33 00
2026-04-29 08:53:49.076.865,18f185a0,79 0d 00 00 30 2a 00 00
2026-04-29 08:53:49.077.425,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:49.079.119,18f189a0,00 00 00 00 00 00 17 00
2026-04-29 08:53:49.574.603,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:53:49.575.168,18f182a0,9e 00 4e 00 a0 00 81 00
2026-04-29 08:53:49.575.732,18f183a0,60 09 12 00 32 08 f4 01
2026-04-29 08:53:49.576.284,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:49.576.840,18f185a0,7a 0d 00 00 30 2a 00 00
2026-04-29 08:53:49.577.400,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:49.579.094,18f189a0,00 00 00 00 00 00 17 00
2026-04-29 08:53:50.074.595,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:50.075.163,18f182a0,9d 00 4f 00 a0 00 81 00
2026-04-29 08:53:50.075.719,18f183a0,60 09 12 00 29 08 f0 01
2026-04-29 08:53:50.076.272,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:50.076.828,18f185a0,7a 0d 00 00 30 2a 00 00
2026-04-29 08:53:50.077.388,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:50.079.081,18f189a0,00 00 00 00 00 00 17 00
2026-04-29 08:53:50.574.588,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:50.575.156,18f182a0,9e 00 4f 00 a0 00 82 00
2026-04-29 08:53:50.575.720,18f183a0,60 09 12 00 24 08 f4 01
2026-04-29 08:53:50.576.277,18f184a0,82 00 21 00 25 00 33 00
2026-04-29 08:53:50.576.841,18f185a0,7b 0d 00 00 30 2a 00 00
2026-04-29 08:53:50.577.397,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:50.579.090,18f189a0,00 00 00 00 00 00 17 00
2026-04-29 08:53:51.074.579,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:53:51.075.143,18f182a0,9d 00 4e 00 a0 00 82 00
2026-04-29 08:53:51.075.707,18f183a0,60 09 12 00 28 08 f4 01
2026-04-29 08:53:51.076.260,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:51.076.816,18f185a0,7c 0d 00 00 30 2a 00 00
2026-04-29 08:53:51.077.380,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:51.079.073,18f189a0,00 00 00 00 00 00 18 00
2026-04-29 08:53:51.574.572,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:51.575.141,18f182a0,9d 00 4f 00 a0 00 81 00
2026-04-29 08:53:51.575.697,18f183a0,60 09 12 00 20 08 f4 01
2026-04-29 08:53:51.576.253,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:51.576.809,18f185a0,7d 0d 00 00 30 2a 00 00
2026-04-29 08:53:51.577.369,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:51.579.062,18f189a0,00 00 00 00 00 00 18 00
2026-04-29 08:53:52.074.566,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:52.075.134,18f182a0,9d 00 4e 00 a0 00 81 00
2026-04-29 08:53:52.075.694,18f183a0,60 09 12 00 24 08 f4 01
2026-04-29 08:53:52.076.250,18f184a0,82 00 21 00 25 00 33 00
2026-04-29 08:53:52.076.814,18f185a0,7e 0d 00 00 30 2a 00 00
2026-04-29 08:53:52.077.383,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:52.079.075,18f189a0,00 00 00 00 00 00 18 00
2026-04-29 08:53:52.574.559,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:53:52.575.123,18f182a0,9d 00 4d 00 a0 00 81 00
2026-04-29 08:53:52.575.683,18f183a0,60 09 12 00 35 08 f4 01
2026-04-29 08:53:52.576.231,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:52.576.787,18f185a0,7f 0d 00 00 30 2a 00 00
2026-04-29 08:53:52.577.352,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:52.579.044,18f189a0,00 00 00 00 00 00 18 00
2026-04-29 08:53:53.074.549,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:53.075.117,18f182a0,9d 00 4d 00 a0 00 81 00
2026-04-29 08:53:53.075.678,18f183a0,60 09 12 00 2d 08 f8 01
2026-04-29 08:53:53.076.234,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:53.076.790,18f185a0,7f 0d 00 00 30 2a 00 00
2026-04-29 08:53:53.077.355,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:53.079.048,18f189a0,00 00 00 00 00 00 19 00
2026-04-29 08:53:53.574.540,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:53.575.108,18f182a0,9d 00 4d 00 a0 00 81 00
2026-04-29 08:53:53.575.669,18f183a0,60 09 12 00 34 08 f4 01
2026-04-29 08:53:53.576.221,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:53.576.777,18f185a0,80 0d 00 00 30 2a 00 00
2026-04-29 08:53:53.577.350,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:53.579.043,18f189a0,00 00 00 00 00 00 19 00
2026-04-29 08:53:54.074.532,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:54.075.100,18f182a0,9d 00 4e 00 a0 00 81 00
2026-04-29 08:53:54.075.661,18f183a0,60 09 12 00 2f 08 f4 01
2026-04-29 08:53:54.076.209,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:54.076.765,18f185a0,81 0d 00 00 30 2a 00 00
2026-04-29 08:53:54.077.325,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:54.079.018,18f189a0,00 00 00 00 00 00 19 00
2026-04-29 08:53:54.574.527,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:54.575.095,18f182a0,9d 00 4e 00 9f 00 81 00
2026-04-29 08:53:54.576.145,18f183a0,60 09 12 00 29 08 f0 01
2026-04-29 08:53:54.576.697,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:54.577.253,18f185a0,82 0d 00 00 30 2a 00 00
2026-04-29 08:53:54.577.821,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:54.579.513,18f189a0,00 00 00 00 00 00 19 00
2026-04-29 08:53:55.074.517,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:55.075.085,18f182a0,9d 00 4e 00 9f 00 81 00
2026-04-29 08:53:55.075.641,18f183a0,60 09 12 00 26 08 f4 01
2026-04-29 08:53:55.076.193,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:55.076.749,18f185a0,83 0d 00 00 30 2a 00 00
2026-04-29 08:53:55.077.310,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:55.079.002,18f189a0,00 00 00 00 00 00 1a 00
2026-04-29 08:53:55.574.511,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:55.575.080,18f182a0,9d 00 4d 00 9f 00 81 00
2026-04-29 08:53:55.575.640,18f183a0,60 09 12 00 22 08 f4 01
2026-04-29 08:53:55.576.196,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:55.576.753,18f185a0,83 0d 00 00 30 2a 00 00
2026-04-29 08:53:55.577.313,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:55.579.006,18f189a0,00 00 00 00 00 00 1a 00
2026-04-29 08:53:56.074.503,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:56.075.072,18f182a0,9d 00 4d 00 a0 00 81 00
2026-04-29 08:53:56.075.632,18f183a0,60 09 12 00 24 08 f4 01
2026-04-29 08:53:56.076.188,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:56.076.744,18f185a0,84 0d 00 00 30 2a 00 00
2026-04-29 08:53:56.077.304,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:56.078.997,18f189a0,00 00 00 00 00 00 1a 00
2026-04-29 08:53:56.574.494,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:56.575.063,18f182a0,9d 00 4d 00 9f 00 82 00
2026-04-29 08:53:56.575.627,18f183a0,60 09 12 00 28 08 f4 01
2026-04-29 08:53:56.576.179,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:56.576.735,18f185a0,85 0d 00 00 30 2a 00 00
2026-04-29 08:53:56.577.291,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:56.578.984,18f189a0,00 00 00 00 00 00 1a 00
2026-04-29 08:53:57.074.490,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:57.075.058,18f182a0,9d 00 4c 00 9f 00 82 00
2026-04-29 08:53:57.075.622,18f183a0,60 09 12 00 34 08 f8 01
2026-04-29 08:53:57.076.182,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:57.076.738,18f185a0,86 0d 00 00 30 2a 00 00
2026-04-29 08:53:57.077.298,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:57.078.991,18f189a0,00 00 00 00 00 00 1a 00
2026-04-29 08:53:57.574.482,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:57.575.050,18f182a0,9d 00 4d 00 9f 00 82 00
2026-04-29 08:53:57.575.615,18f183a0,60 09 12 00 2e 08 f4 01
2026-04-29 08:53:57.576.167,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:57.576.723,18f185a0,87 0d 00 00 30 2a 00 00
2026-04-29 08:53:57.577.280,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:57.578.972,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:53:58.074.471,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:58.075.039,18f182a0,9d 00 4d 00 9f 00 82 00
2026-04-29 08:53:58.075.604,18f183a0,60 09 12 00 30 08 f0 01
2026-04-29 08:53:58.076.160,18f184a0,86 00 21 00 25 00 33 00
2026-04-29 08:53:58.076.720,18f185a0,88 0d 00 00 30 2a 00 00
2026-04-29 08:53:58.077.281,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:58.078.974,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:53:58.574.467,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:58.575.035,18f182a0,9d 00 4f 00 9f 00 81 00
2026-04-29 08:53:58.575.591,18f183a0,60 09 12 00 28 08 f0 01
2026-04-29 08:53:58.576.152,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:58.576.708,18f185a0,89 0d 00 00 30 2a 00 00
2026-04-29 08:53:58.577.264,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:58.578.957,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:53:59.074.456,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:59.075.024,18f182a0,9d 00 4e 00 9f 00 81 00
2026-04-29 08:53:59.075.581,18f183a0,60 09 12 00 22 08 f0 01
2026-04-29 08:53:59.076.141,18f184a0,84 00 21 00 25 00 33 00
2026-04-29 08:53:59.076.697,18f185a0,8a 0d 00 00 30 2a 00 00
2026-04-29 08:53:59.077.258,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:59.078.950,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:53:59.574.448,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:53:59.575.016,18f182a0,9d 00 4d 00 9f 00 82 00
2026-04-29 08:53:59.575.580,18f183a0,60 09 12 00 26 08 f4 01
2026-04-29 08:53:59.576.132,18f184a0,84 00 21 00 25 00 34 00
2026-04-29 08:53:59.576.692,18f185a0,8b 0d 00 00 30 2a 00 00
2026-04-29 08:53:59.577.249,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:53:59.578.941,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:54:00.074.441,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:00.075.009,18f182a0,9d 00 4d 00 9f 00 81 00
2026-04-29 08:54:00.075.569,18f183a0,60 09 12 00 20 08 f0 01
2026-04-29 08:54:00.076.125,18f184a0,84 00 21 00 25 00 34 00
2026-04-29 08:54:00.076.685,18f185a0,8c 0d 00 00 30 2a 00 00
2026-04-29 08:54:00.077.250,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:00.078.943,18f189a0,00 00 00 00 00 00 1b 00
2026-04-29 08:54:00.574.436,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:00.575.004,18f182a0,9d 00 4c 00 9f 00 82 00
2026-04-29 08:54:00.575.568,18f183a0,60 09 12 00 28 08 f4 01
2026-04-29 08:54:00.576.121,18f184a0,82 00 21 00 25 00 34 00
2026-04-29 08:54:00.576.689,18f185a0,8c 0d 00 00 30 2a 00 00
2026-04-29 08:54:00.577.253,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:00.578.946,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:01.074.429,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:01.074.997,18f182a0,9c 00 4c 00 9f 00 81 00
2026-04-29 08:54:01.075.566,18f183a0,60 09 12 00 35 08 f4 01
2026-04-29 08:54:01.076.114,18f184a0,84 00 21 00 25 00 34 00
2026-04-29 08:54:01.076.674,18f185a0,8d 0d 00 00 30 2a 00 00
2026-04-29 08:54:01.077.234,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:01.078.927,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:01.574.420,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:01.574.988,18f182a0,9c 00 4d 00 9f 00 82 00
2026-04-29 08:54:01.575.548,18f183a0,60 09 12 00 2d 08 f8 01
2026-04-29 08:54:01.576.105,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:01.576.665,18f185a0,8e 0d 00 00 30 2a 00 00
2026-04-29 08:54:01.577.229,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:01.578.922,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:02.074.410,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:02.074.979,18f182a0,9c 00 4c 00 9f 00 81 00
2026-04-29 08:54:02.075.547,18f183a0,60 09 12 00 33 08 f4 01
2026-04-29 08:54:02.076.095,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:02.076.656,18f185a0,8f 0d 00 00 30 2a 00 00
2026-04-29 08:54:02.077.212,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:02.078.905,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:02.574.404,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:02.574.972,18f182a0,9c 00 4c 00 9f 00 81 00
2026-04-29 08:54:02.575.541,18f183a0,60 09 12 00 2e 08 f0 01
2026-04-29 08:54:02.576.097,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:02.576.658,18f185a0,90 0d 00 00 30 2a 00 00
2026-04-29 08:54:02.577.218,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:02.578.910,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:03.074.397,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:03.074.965,18f182a0,9c 00 4d 00 9f 00 81 00
2026-04-29 08:54:03.075.525,18f183a0,60 09 12 00 27 08 f0 01
2026-04-29 08:54:03.076.077,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:03.076.637,18f185a0,91 0d 00 00 30 2a 00 00
2026-04-29 08:54:03.077.197,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:03.078.889,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:03.574.388,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:03.574.956,18f182a0,9c 00 4e 00 9f 00 81 00
2026-04-29 08:54:03.575.520,18f183a0,60 09 12 00 21 08 f4 01
2026-04-29 08:54:03.576.068,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:03.576.628,18f185a0,92 0d 00 00 30 2a 00 00
2026-04-29 08:54:03.577.188,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:03.578.881,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:04.074.383,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:04.074.951,18f182a0,9c 00 4d 00 9f 00 81 00
2026-04-29 08:54:04.075.511,18f183a0,60 09 12 00 25 08 f4 01
2026-04-29 08:54:04.076.059,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:04.076.619,18f185a0,93 0d 00 00 30 2a 00 00
2026-04-29 08:54:04.077.176,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:04.079.360,18f189a0,00 00 00 00 00 00 1c 00
2026-04-29 08:54:04.574.374,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:04.574.942,18f182a0,9c 00 4c 00 9f 00 82 00
2026-04-29 08:54:04.575.510,18f183a0,60 09 12 00 24 08 f0 01
2026-04-29 08:54:04.576.066,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:04.576.626,18f185a0,93 0d 00 00 30 2a 00 00
2026-04-29 08:54:04.577.183,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:04.578.875,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:05.074.365,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:05.074.933,18f182a0,9c 00 4c 00 9e 00 82 00
2026-04-29 08:54:05.075.498,18f183a0,60 09 12 00 25 08 f4 01
2026-04-29 08:54:05.076.046,18f184a0,84 00 21 00 26 00 34 00
2026-04-29 08:54:05.076.606,18f185a0,94 0d 00 00 30 2a 00 00
2026-04-29 08:54:05.077.166,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:05.078.859,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:05.574.704,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:05.575.273,18f182a0,9c 00 4c 00 9e 00 82 00
2026-04-29 08:54:05.575.837,18f183a0,60 09 12 00 33 08 f8 01
2026-04-29 08:54:05.576.397,18f184a0,84 00 21 00 26 00 35 00
2026-04-29 08:54:05.576.957,18f185a0,95 0d 00 00 30 2a 00 00
2026-04-29 08:54:05.577.513,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:05.579.206,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:06.074.350,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:06.074.919,18f182a0,9c 00 4c 00 9e 00 82 00
2026-04-29 08:54:06.075.483,18f183a0,60 09 12 00 2d 08 f4 01
2026-04-29 08:54:06.076.031,18f184a0,84 00 21 00 26 00 35 00
2026-04-29 08:54:06.076.592,18f185a0,95 0d 00 00 30 2a 00 00
2026-04-29 08:54:06.077.148,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:06.078.841,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:06.574.344,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:06.574.913,18f182a0,9c 00 4d 00 9e 00 82 00
2026-04-29 08:54:06.575.469,18f183a0,60 09 12 00 31 08 f0 01
2026-04-29 08:54:06.576.021,18f184a0,86 00 21 00 26 00 35 00
2026-04-29 08:54:06.576.578,18f185a0,96 0d 00 00 30 2a 00 00
2026-04-29 08:54:06.577.146,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:06.578.838,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:07.074.342,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:07.074.911,18f182a0,9c 00 4d 00 9e 00 82 00
2026-04-29 08:54:07.075.467,18f183a0,60 09 12 00 2e 08 ec 01
2026-04-29 08:54:07.076.023,18f184a0,84 00 21 00 26 00 35 00
2026-04-29 08:54:07.076.583,18f185a0,97 0d 00 00 30 2a 00 00
2026-04-29 08:54:07.077.143,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:07.078.835,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:07.574.327,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:07.574.895,18f182a0,9c 00 4d 00 9e 00 82 00
2026-04-29 08:54:07.575.451,18f183a0,60 09 12 00 23 08 f0 01
2026-04-29 08:54:07.576.004,18f184a0,84 00 21 00 27 00 35 00
2026-04-29 08:54:07.576.564,18f185a0,98 0d 00 00 30 2a 00 00
2026-04-29 08:54:07.577.128,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:07.578.821,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:08.074.322,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:54:08.074.887,18f182a0,9c 00 4e 00 9e 00 81 00
2026-04-29 08:54:08.075.443,18f183a0,60 09 12 00 22 08 f0 01
2026-04-29 08:54:08.076.003,18f184a0,82 00 21 00 27 00 35 00
2026-04-29 08:54:08.076.563,18f185a0,99 0d 00 00 30 2a 00 00
2026-04-29 08:54:08.077.123,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:08.078.816,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:08.574.312,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:08.574.880,18f182a0,9c 00 4d 00 9e 00 81 00
2026-04-29 08:54:08.575.440,18f183a0,60 09 12 00 21 08 f0 01
2026-04-29 08:54:08.575.996,18f184a0,84 00 21 00 27 00 35 00
2026-04-29 08:54:08.576.556,18f185a0,9a 0d 00 00 30 2a 00 00
2026-04-29 08:54:08.577.117,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:08.578.809,18f189a0,00 00 00 00 00 00 1d 00
2026-04-29 08:54:09.074.306,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:09.074.874,18f182a0,9c 00 4d 00 9e 00 81 00
2026-04-29 08:54:09.075.435,18f183a0,60 09 12 00 27 08 f0 01
2026-04-29 08:54:09.075.987,18f184a0,82 00 21 00 27 00 35 00
2026-04-29 08:54:09.076.547,18f185a0,9b 0d 00 00 30 2a 00 00
2026-04-29 08:54:09.077.108,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:09.078.801,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:09.574.296,18f181a0,00 04 00 27 57 1a 00 00
2026-04-29 08:54:09.574.861,18f182a0,9c 00 4c 00 9e 00 82 00
2026-04-29 08:54:09.575.425,18f183a0,60 09 12 00 32 08 f4 01
2026-04-29 08:54:09.575.977,18f184a0,84 00 21 00 27 00 35 00
2026-04-29 08:54:09.576.537,18f185a0,9c 0d 00 00 30 2a 00 00
2026-04-29 08:54:09.577.101,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:09.578.794,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:10.074.291,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:10.074.859,18f182a0,9c 00 4b 00 9e 00 81 00
2026-04-29 08:54:10.075.420,18f183a0,60 09 12 00 31 08 f4 01
2026-04-29 08:54:10.075.972,18f184a0,84 00 21 00 27 00 35 00
2026-04-29 08:54:10.076.532,18f185a0,9d 0d 00 00 30 2a 00 00
2026-04-29 08:54:10.077.092,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:10.078.785,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:10.574.283,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:10.574.852,18f182a0,9c 00 4c 00 9e 00 81 00
2026-04-29 08:54:10.575.416,18f183a0,60 09 12 00 2f 08 f4 01
2026-04-29 08:54:10.575.964,18f184a0,84 00 21 00 27 00 36 00
2026-04-29 08:54:10.576.524,18f185a0,9e 0d 00 00 30 2a 00 00
2026-04-29 08:54:10.577.083,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:10.578.776,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:11.074.275,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:11.074.843,18f182a0,9b 00 4d 00 9e 00 82 00
2026-04-29 08:54:11.075.395,18f183a0,60 09 12 00 2e 08 f0 01
2026-04-29 08:54:11.075.951,18f184a0,84 00 21 00 27 00 36 00
2026-04-29 08:54:11.076.512,18f185a0,9e 0d 00 00 30 2a 00 00
2026-04-29 08:54:11.077.072,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:11.078.765,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:11.574.268,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:11.574.836,18f182a0,9b 00 4d 00 9e 00 81 00
2026-04-29 08:54:11.575.392,18f183a0,60 09 12 00 29 08 f0 01
2026-04-29 08:54:11.575.944,18f184a0,82 00 21 00 27 00 36 00
2026-04-29 08:54:11.576.508,18f185a0,9f 0d 00 00 30 2a 00 00
2026-04-29 08:54:11.577.072,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:11.578.764,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:12.074.259,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:12.074.828,18f182a0,9b 00 4d 00 9e 00 81 00
2026-04-29 08:54:12.075.384,18f183a0,60 09 12 00 20 08 f0 01
2026-04-29 08:54:12.075.940,18f184a0,82 00 21 00 27 00 36 00
2026-04-29 08:54:12.076.504,18f185a0,a0 0d 00 00 30 2a 00 00
2026-04-29 08:54:12.077.069,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:54:12.078.762,18f189a0,00 00 00 00 00 00 1e 00
2026-04-29 08:54:12.574.250,18f181a0,00 04 00 27 58 1a 00 00
2026-04-29 08:54:12.574.819,18f182a0,9b 00 4c 00 9e 00 82 00
2026-04-29 08:54:12.575.379,18f183a0,60 09 12 00 23 08 f4 01
2026-04-29 08:54:12.575.932,18f184a0,82 00 21 00 27 00 36 00
